CODE IRIS;NOM IRIS;CODE INSEE COMMUNE;NOM COMMUNE;DEPARTEMENT;CAISSE REGIONALE;NOM AGENCE GROUPAMA;ID AGENCE GROUPAMA;ANNEE N DONNEES PORTEFEUILLE;ANNEE N-3 DONNEES INSEE;NB CONTRAT MRH AU 31 12 N;NB CONTRAT MRH POTENTIEL INSEE;PART DE MARCHE MRH;NB CONTRAT LOC APPART AU 31 12 N;NB CONTRAT LOC APPART POTENTIEL INSEE;PART DE MARCHE LOC APPART;NB CONTRAT LOC MAISON AU 31 12 N;NB CONTRAT LOC MAISON POTENTIEL INSEE;PART DE MARCHE LOC MAISON;NB CONTRAT PROPRIO APPART AU 31 12 N;NB CONTRAT PROPRIO APPART POTENTIEL INSEE;PART DE MARCHE PROPRIO APPART;NB CONTRAT PROPRIO MAISON AU 31 12 N;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE;PART DE MARCHE PROPRIO MAISON;PART DE MARCHE MRH DE LA CR;COMPARAISON PDM PROPRIO MAISON A LA PDM DE LA CR;COUT INONDATION ANNUEL MOYEN MODELISE PAR RISQUE;SCORING INONDATION;ZONIER INONDATION;COUT SECHERESSE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING SECHERESSE;ZONIER SECHERESSE;COUT GRELE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING GRELE;ZONIER GRELE;COUT CLIMATIQUE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING CLIMATIQUE;ZONIER CLIMATIQUE;INDICATEUR DEVELOPPEMENT COMMERCIAL;PROPORTION CONTRAT POTENTIEL PROPRIO MAISON;PROPORTION CONTRAT POTENTIEL PROPRIO APPART;PROPORTION CONTRAT POTENTIEL LOC MAISON;PROPORTION CONTRAT POTENTIEL LOC APPART;SCORE PONDERE DE DEVELOPPEMENT;NB CONTRAT POTENTIEL EN ZONE ROUGE;PART CONTRAT POTENTIEL EN ZONE ROUGE;NB CONTRAT POTENTIEL EN ZONE ORANGE ROUGE;PART CONTRAT POTENTIEL EN ZONE ORANGE ROUGE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 1 FORT POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 2 POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 3 FORT POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 4 POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 5 A VIGILANCE FORTE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 6 CRITIQUE;NB CONTRAT AUTRES PROFILS AU 31 12 N AUCUN CIBLAGE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 1 FORT POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 2 POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 3 FORT POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 4 POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 5 A VIGILANCE FORTE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 6 CRITIQUE;NB CONTRAT AUTRES PROFILS POTENTIEL INSEE AUCUN CIBLAGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE VERTE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ORANGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ROUGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP APPART;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN LOCATAIRE MAISON;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN LOCATAIRE APPART;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE VERTE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ORANGE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ROUGE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP APPART;ESTIM MARCHE COUT CLIM ANNUEL MOYEN LOCATAIRE MAISON;ESTIM MARCHE COUT CLIM ANNUEL MOYEN LOCATAIRE APPART;epci_code;epci_nom
334900000;Saint-Vivien-de-Médoc (commune non irisée);33490;Saint-Vivien-de-Médoc;33;GCA;AGENCE ST VIVIEN MEDOC;3209;2025;2022;146.0;1593.193;0.09164;8.0;47.4824;0.168483;23.0;215.847;0.106557;0.0;85.97017;0.0;115.0;1243.894;0.092452;0.060436;SUREXPOSITION GROUPAMA;15.97;67.6;2;44.26;64.2;"4 - ]60; 70]";20.81;55.4;1 - ZONE VERTE GRELE;81.04;55.0;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.780755;0.053961;0.135481;0.029803;3.342265;0.0;0.0;1243.894;0.780755;;;;115.0;;;31.0;;;;1243.894;;;349.2996;0.0;13117.949108074996;0.0;0.0;171.226405015;11.805708912;0.0;141889.8972855638;0.0;898.4429277370689;1606.900254055335;70.0704241053936;200070720;CC Médoc Atlantique
542440000;Hagéville (commune non irisée);54244;Hagéville;54;GGE;JARNY;;2025;2022;6.0;54.75595;0.109577;0.0;0.982143;0.0;0.0;1.964286;0.0;1.0;5.678571;0.176101;5.0;46.13095;0.108387;0.050717;SUREXPOSITION GROUPAMA;47.1;94.4;3;7.37;36.6;1 - <= 40;22.39;57.4;1 - ZONE VERTE GRELE;76.86;52.9;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.842483;0.103707;0.035873;0.017937;3.527449;0.0;0.0;46.13095;0.842483;;;;5.0;;;1.0;;;;46.13095;;;8.625;0.0;570.345613394565;0.0;10.4506357;0.0;0.0;0.0;5262.116994844801;0.0;59.34467681758469;14.62337522614323;1.449361795994802;200070738;CC Mad et Moselle
570930000;Blies-Guersviller (commune non irisée);57093;Blies-Guersviller;57;GGE;SARREGUEMINES;;2025;2022;13.0;337.7061;0.038495;1.0;20.89153;0.047866;3.0;12.94557;0.23174;0.0;28.75811;0.0;9.0;275.1109;0.032714;0.050717;SOUS-EXPOSITION GROUPAMA;57.7;96.3;3;5.29;30.5;1 - <= 40;31.01;66.3;2 - ZONE ORANGE GRELE;94.0;61.2;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.814646;0.085157;0.038334;0.061863;2.629292;0.0;0.0;275.1109;0.814646;;;9.0;;;;4.0;;;275.1109;;;;62.59521;0.0;1026.6221041102172;0.0;0.0;22.333878915;1.475713614;0.0;31381.65900240617;0.0;300.5405310305269;96.37493095521884;30.82991523828942;200070746;CA Sarreguemines Confluences
630890000;Chappes (commune non irisée);63089;Chappes;63;GRAA;AGENCE DE RIOM;;2025;2022;39.0;784.4534;0.049716;0.0;12.42025;0.0;5.0;88.26166;0.05665;0.0;13.49347;0.0;34.0;670.278;0.050725;0.053637;SOUS-EXPOSITION GROUPAMA;39.28;92.0;3;92.1;78.7;"5 - ]70; 80]";59.6;86.4;2 - ZONE ORANGE GRELE;190.98;85.6;3 - ZONE ROUGE CLIMATIQUE;5 - A vigilance forte;0.854452;0.017201;0.112514;0.015833;4.417809;670.278;0.854452;670.278;0.854452;;;;;34.0;;5.0;;;;;670.278;;114.1754;0.0;0.0;9209.938101705571;0.0;37.223131525;0.0;0.0;0.0;181565.2614980884;141.01533929887898;657.0750757589664;18.3287320142835;200070753;CA Riom Limagne et Volcans
630030102;Sud;63003;Ambert;63;GRAA;AGENCE DE AMBERT;;2025;2022;134.1571;2614.858;0.051306;35.0;353.0838;0.099127;7.0;146.936;0.04764;5.412719;518.8528;0.010432;86.74443;1595.985;0.054352;0.053637;SUREXPOSITION GROUPAMA;19.02;73.9;2;53.13;67.8;"4 - ]60; 70]";56.95;84.5;2 - ZONE ORANGE GRELE;129.1;73.4;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.610353;0.198425;0.056193;0.13503;2.831058;0.0;0.0;1595.985;0.610353;;;;86.74443;;;47.41272;;;;1595.985;;;1018.873;0.0;9894.861027382382;0.0;56.5663544154683;52.112384135;51.64997649;0.0;182052.60875870497;0.0;5422.34159472496;1093.88361075148;521.0505705428532;200070761;CC Ambert Livradois Forez
771030000;Châtillon-la-Borde (commune non irisée);77103;Châtillon-la-Borde;77;GPVL;MELUN;1784;2025;2022;5.0;116.9591;0.04275;0.0;1.982301;0.0;0.0;7.929204;0.0;0.0;1.982301;0.0;5.0;105.0652;0.047589;0.022372;SUREXPOSITION GROUPAMA;44.01;93.6;3;6.27;33.6;1 - <= 40;15.64;47.6;1 - ZONE VERTE GRELE;65.92;46.6;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.898308;0.016949;0.067795;0.016949;1.898308;0.0;0.0;0.0;0.0;;5.0;;;;;0.0;;105.0652;;;;;11.89381;268.829366991232;0.0;0.0;0.0;0.0;0.0;5648.922241761437;0.0;0.0;20.7163055987457;59.02996067611122;2.925308572745814;200070779;CC Brie des Rivières et Châteaux
650410000;Asque (commune non irisée);65041;Asque;65;GOC;AGENCE BAGNERES DE BIGORRE;;2025;2022;18.0;142.9173;0.125947;0.0;0.952381;0.0;1.0;10.47619;0.095455;0.0;1.93096;0.0;17.0;129.5577;0.131216;0.081974;SUREXPOSITION GROUPAMA;26.27;83.7;2;6.84;35.4;1 - <= 40;80.36;97.1;3 - ZONE ROUGE GRELE;113.47;68.6;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.906523;0.013511;0.073302;0.006664;3.719568;0.0;0.0;129.5577;0.906523;;;;17.0;;;1.0;;;;129.5577;;;13.35953;0.0;1939.1750855415207;0.0;0.0;7.444626305;0.0;0.0;14778.533175297807;0.0;20.179759511272;77.99131965017796;1.405441607414934;200070787;CC du Plateau de Lannemezan
650260000;Aries-Espénan (commune non irisée);65026;Aries-Espénan;65;GOC;AGENCE CASTELNAU MAGNOAC;;2025;2022;12.0;63.74242;0.188258;2.0;4.725275;0.423256;0.0;6.615385;0.0;0.0;5.761582;0.0;10.0;46.64018;0.214407;0.081974;SUREXPOSITION GROUPAMA;13.56;61.5;2;56.45;69.1;"4 - ]60; 70]";66.33;90.8;3 - ZONE ROUGE GRELE;136.34;75.4;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.731698;0.090389;0.103783;0.074131;3.195093;0.0;0.0;46.64018;0.731698;;;;10.0;;;2.0;;;;46.64018;;;17.10224;0.0;1140.69122678913;0.0;0.0;0.0;2.951427228;0.0;5320.2044141865845;0.0;60.21219453767739;49.24906918870242;6.973152647393849;200070795;CC du Pays de Trie et du Magnoac
652700000;Lespouey (commune non irisée);65270;Lespouey;65;GOC;AGENCE TOURNAY;;2025;2022;18.0;108.3068;0.166195;0.0;2.957143;0.0;0.0;3.942857;0.0;0.0;2.957143;0.0;18.0;98.44968;0.182835;0.081974;SUREXPOSITION GROUPAMA;52.32;95.5;3;11.34;43.6;"2 - ]40; 50]";116.18;100.0;3 - ZONE ROUGE GRELE;179.84;84.0;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.908989;0.027303;0.036405;0.027303;3.726966;0.0;0.0;98.44968;0.908989;;;;18.0;;;0.0;;;;98.44968;;;9.857143;0.0;2053.2442082204343;0.0;0.0;0.0;0.0;0.0;11230.068625619728;0.0;30.904024205805097;29.353096939053383;4.363896183644802;200070803;CC des Coteaux du Val d'Arros
650010000;Adast (commune non irisée);65001;Adast;65;GOC;AGENCE ARGELES GAZOST;;2025;2022;30.0;199.0;0.150754;2.0;15.0;0.133333;2.0;11.0;0.181818;1.0;17.0;0.058824;25.0;156.0;0.160256;0.081974;SUREXPOSITION GROUPAMA;64.04;97.2;3;3.3;20.2;1 - <= 40;103.33;99.8;3 - ZONE ROUGE GRELE;170.67;82.5;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.78392;0.085427;0.055276;0.075377;3.351759;0.0;0.0;156.0;0.78392;;;;25.0;;;5.0;;;;156.0;;;43.0;0.0;2851.728066972825;0.0;10.4506357;14.88925261;2.951427228;0.0;17794.78313791043;0.0;177.66080689999998;81.890889355;22.13570421;200070811;CC Pyrénées Vallées des Gaves
650870000;Bertren (commune non irisée);65087;Bertren;65;GOC;AGENCE MONTREJEAU;;2025;2022;5.0;124.0;0.040323;1.0;3.0;0.333333;1.0;5.0;0.2;0.0;3.0;0.0;3.0;113.0;0.026549;0.081974;SOUS-EXPOSITION GROUPAMA;97.07;98.8;3;3.52;21.8;1 - <= 40;56.34;84.1;2 - ZONE ORANGE GRELE;156.93;79.9;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.91129;0.024194;0.040323;0.024194;2.822581;0.0;0.0;113.0;0.91129;;;3.0;;;;2.0;;;113.0;;;;11.0;0.0;342.207368036739;0.0;0.0;7.444626305;1.475713614;0.0;12889.81086271717;0.0;31.3519071;37.223131525;4.427140842;200070829;CC Neste Barousse
541980000;Fléville-Lixières (commune non irisée);54198;Fléville-Lixières;54;GGE;JARNY;;2025;2022;15.0;136.9715;0.109512;0.0;3.039933;0.0;0.0;4.005795;0.0;0.0;4.039933;0.0;15.0;125.8859;0.119156;0.050717;SUREXPOSITION GROUPAMA;35.09;90.2;3;45.87;65.0;"4 - ]60; 70]";22.41;57.4;1 - ZONE VERTE GRELE;103.37;65.2;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.919066;0.029495;0.029245;0.022194;3.757198;0.0;0.0;125.8859;0.919066;;;;15.0;;;0.0;;;;125.8859;;;11.08566;0.0;1711.036840183695;0.0;0.0;0.0;0.0;0.0;14359.694170645374;0.0;42.219868035408105;29.82164682943748;4.486070513747862;200070845;CC Orne Lorraine Confluences
10100000;Anglefort (commune non irisée);01010;Anglefort;1;GRAA;AGENCE DE SEYSSEL;;2025;2022;110.0;702.173;0.156657;5.0;40.9717;0.122035;10.0;59.53767;0.167961;2.0;58.02553;0.034468;93.0;543.6381;0.17107;0.053637;SUREXPOSITION GROUPAMA;21.04;77.2;2;10.94;43.0;"2 - ]40; 50]";58.39;85.5;2 - ZONE ORANGE GRELE;90.37;59.6;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.774222;0.082637;0.084791;0.05835;3.322667;0.0;0.0;543.6381;0.774222;;;;93.0;;;17.0;;;;543.6381;;;158.5349;0.0;10608.428409138907;0.0;20.9012714;74.44626305;7.37856807;0.0;62012.32112183118;0.0;606.403675329421;443.2357042204093;60.4624954787238;200070852;CC Usses et Rhône
214090000;Meuilley (commune non irisée);21409;Meuilley;21;GGE;NUITS ST GEORGES;;2025;2022;24.0;248.0;0.096774;0.0;5.0;0.0;0.0;20.0;0.0;0.0;6.0;0.0;24.0;217.0;0.110599;0.050717;SUREXPOSITION GROUPAMA;45.74;94.1;3;6.28;33.7;1 - <= 40;64.1;89.5;2 - ZONE ORANGE GRELE;116.12;69.4;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.875;0.024194;0.080645;0.020161;3.625;0.0;0.0;217.0;0.875;;;;24.0;;;0.0;;;;217.0;;;31.0;0.0;2737.658944293912;0.0;0.0;0.0;0.0;0.0;24752.99962132412;0.0;62.7038142;148.8925261;7.37856807;200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges
211380000;Champdôtre (commune non irisée);21138;Champdôtre;21;GGE;AUXONNE;;2025;2022;36.0;322.2244;0.111723;3.0;15.6732;0.19141;4.0;26.38132;0.151622;0.0;17.78108;0.0;29.0;262.3888;0.110523;0.050717;SUREXPOSITION GROUPAMA;64.83;97.3;3;30.69;57.8;"3 - ]50; 60]";62.39;88.4;2 - ZONE ORANGE GRELE;157.91;80.1;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.814305;0.055182;0.081873;0.048641;3.442914;0.0;0.0;262.3888;0.814305;;;;29.0;;;7.0;;;;262.3888;;;59.8356;0.0;3308.004557688477;0.0;0.0;29.77850522;4.427140842;0.0;29930.460216772768;0.0;185.823589432556;196.3990688326226;23.1291546149448;200070902;CC Auxonne Pontailler Val de Saône
214720000;Orville (commune non irisée);21472;Orville;21;GGE;IS SUR TILLE;;2025;2022;9.0;111.3417;0.080832;0.0;5.205882;0.0;0.0;8.329412;0.0;0.0;7.280688;0.0;9.0;90.52575;0.099419;0.050717;SUREXPOSITION GROUPAMA;39.28;92.0;3;4.21;25.7;1 - <= 40;51.79;81.2;2 - ZONE ORANGE GRELE;95.28;61.8;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.813044;0.06539;0.074809;0.046756;3.439133;0.0;0.0;90.52575;0.813044;;;;9.0;;;0.0;;;;90.52575;;;20.81598;0.0;1026.6221041102172;0.0;0.0;0.0;0.0;0.0;10326.19288235061;0.0;76.08781793336159;62.00935968038266;7.682390940277548;200070910;CC Tille et Venelle
801890000;La Chavatte (commune non irisée);80189;La Chavatte;80;GPVL;ROYE;1818.0;2025;2022;6.0;31.0;0.193548;0.0;0.0;;0.0;3.2;0.0;0.0;0.0;;6.0;27.8;0.215827;0.022372;SUREXPOSITION GROUPAMA;35.46;90.4;3;2.69;15.5;1 - <= 40;11.01;40.2;1 - ZONE VERTE GRELE;49.16;36.3;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.896774;0.0;0.103226;0.0;1.896774;0.0;0.0;0.0;0.0;;6.0;;;;;0.0;;27.8;;;;;3.2;322.5952403894784;0.0;0.0;0.0;0.0;0.0;1494.69128047125;0.0;0.0;0.0;23.822804176;0.0;200070928;CC Terre de Picardie
801450000;Brucamps (commune non irisée);80145;Brucamps;80;GPVL;AIRAINES;1883.0;2025;2022;8.0;76.3206;0.104821;0.0;0.0;;1.0;14.51613;0.068889;0.0;0.0;;7.0;61.80447;0.11326;0.022372;SUREXPOSITION GROUPAMA;50.66;95.2;3;2.98;17.8;1 - <= 40;4.84;17.6;1 - ZONE VERTE GRELE;58.48;42.2;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.809801;0.0;0.190199;0.0;1.809801;0.0;0.0;0.0;0.0;;7.0;;;;;1.0;;61.80447;;;;;14.51613;376.3611137877248;0.0;0.0;0.0;7.444626305;0.0;3322.9713094657177;0.0;0.0;0.0;108.06716324479964;0.0;200070936;CC Ponthieu-Marquenterre
801240000;Bourseville (commune non irisée);80124;Bourseville;80;GPVL;FRIVILLE ESCARBOTIN;1890.0;2025;2022;32.0;444.0577;0.072063;1.0;8.236678;0.121408;1.0;44.97578;0.022234;1.0;9.260198;0.107989;29.0;381.5851;0.075999;0.022372;SUREXPOSITION GROUPAMA;14.3;63.6;2;2.05;10.1;1 - <= 40;3.78;12.9;1 - ZONE VERTE GRELE;20.13;15.2;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.859314;0.020854;0.101284;0.018549;1.859314;0.0;0.0;0.0;0.0;;29.0;;;;;3.0;;381.5851;;;;;62.47265;1559.2103285491455;0.0;0.0;10.4506357;7.444626305;1.475713614;20516.2561772572;0.0;0.0;96.7749558078686;334.8278748758929;12.154977858734291;200070944;CC du Vimeu
800440000;Authieule (commune non irisée);80044;Authieule;80;GPVL;DOULLENS;1889.0;2025;2022;23.0;203.2754;0.113147;0.0;2.061539;0.0;4.0;23.39226;0.170997;0.0;2.061539;0.0;19.0;175.76;0.108102;0.022372;SUREXPOSITION GROUPAMA;40.85;92.6;3;2.58;14.6;1 - <= 40;7.45;27.8;1 - ZONE VERTE GRELE;50.88;37.3;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.86464;0.010142;0.115077;0.010142;1.86464;0.0;0.0;0.0;0.0;;19.0;;;;;4.0;;175.76;;;;;27.51534;1021.5515945666816;0.0;0.0;0.0;29.77850522;0.0;9449.889908475789;0.0;0.0;21.54439307034229;174.1466341293993;3.042241168091946;200070951;CC du Territoire Nord Picardie
802460000;Dommartin (commune non irisée);80246;Dommartin;80;GPVL;AILLY SUR NOYE;1882.0;2025;2022;14.0;174.7849;0.080098;0.0;1.003724;0.0;1.0;17.9129;0.055826;0.0;1.003724;0.0;13.0;154.8645;0.083944;0.022372;SUREXPOSITION GROUPAMA;42.45;93.1;3;2.16;11.1;1 - <= 40;10.37;38.4;1 - ZONE VERTE GRELE;54.98;40.0;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.886029;0.005743;0.102485;0.005743;1.886029;0.0;0.0;0.0;0.0;;13.0;;;;;1.0;;154.8645;;;;;19.92035;698.9563541772031;0.0;0.0;0.0;7.444626305;0.0;8326.425100882729;0.0;0.0;10.4895538673468;133.3548465388345;1.481209171498536;200070969;CC Avre Luce Noye
802200000;Courtemanche (commune non irisée);80220;Courtemanche;80;GPVL;MONTDIDIER;1811.0;2025;2022;17.0;65.72167;0.258667;0.0;0.0;;4.0;14.0;0.285714;0.0;0.0;;13.0;51.72167;0.251345;0.022372;SUREXPOSITION GROUPAMA;41.39;92.8;3;2.9;17.2;1 - <= 40;9.72;35.7;1 - ZONE VERTE GRELE;54.01;39.3;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.78698;0.0;0.21302;0.0;1.78698;0.0;0.0;0.0;0.0;;13.0;;;;;4.0;;51.72167;;;;;14.0;698.9563541772031;0.0;0.0;0.0;29.77850522;0.0;2780.860761165879;0.0;0.0;0.0;104.22476827;0.0;200070977;CC du Grand Roye
805550000;Monchy-Lagache (commune non irisée);80555;Monchy-Lagache;80;GPVL;PERONNE;1814.0;2025;2022;19.0;376.4016;0.050478;0.0;3.2564;0.0;2.0;50.02107;0.039983;0.0;3.2564;0.0;17.0;319.8678;0.053147;0.022372;SUREXPOSITION GROUPAMA;35.33;90.3;3;2.6;14.8;1 - <= 40;12.03;41.9;1 - ZONE VERTE GRELE;49.96;36.7;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.849804;0.008651;0.132893;0.008651;1.849804;0.0;0.0;0.0;0.0;;17.0;;;;;2.0;;319.8678;;;;;56.53387;914.0198477701888;0.0;0.0;0.0;14.88925261;0.0;17197.9716389756;0.0;0.0;34.03145009348;372.3881735262464;4.8055138126296;200070985;CC de l'Est de la Somme
800010101;Centre Ville Émonville;80001;Abbeville;80;GPVL;ABBEVILLE;1881.0;2025;2022;113.0889;2768.965;0.040842;46.0;770.5592;0.059697;6.0;163.7523;0.036641;39.0;1243.952;0.031352;22.08891;590.701;0.037394;0.022372;SUREXPOSITION GROUPAMA;49.76;95.0;3;0.32;1.6;1 - <= 40;4.47;15.5;1 - ZONE VERTE GRELE;54.55;39.7;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.213329;0.449248;0.059138;0.278284;1.213329;0.0;0.0;0.0;0.0;;22.08891;;;;;91.0;;590.701;;;;;2178.264;1187.6295385652588;0.0;0.0;407.5747923;44.66775783;67.882826244;31759.555182217548;0.0;0.0;13000.0891802864;1219.0746800842514;1137.1247018329489;200070993;CA de la Baie de Somme
210470000;Bard-lès-Époisses (commune non irisée);21047;Bard-lès-Époisses;21;GGE;SEMUR EN AUXOIS;;2025;2022;2.0;60.10336;0.033276;0.0;1.043478;0.0;0.0;7.304348;0.0;0.0;4.100082;0.0;2.0;47.65546;0.041968;0.050717;SOUS-EXPOSITION GROUPAMA;21.22;77.5;2;6.53;34.4;1 - <= 40;35.3;69.6;2 - ZONE ORANGE GRELE;63.05;45.0;1 - ZONE VERTE CLIMATIQUE;1 - Fort Potentiel de Dev;0.792892;0.068217;0.12153;0.017361;1.0;0.0;0.0;0.0;0.0;2.0;;;;;;0.0;47.65546;;;;;;12.44791;107.5317467964928;0.0;0.0;0.0;0.0;0.0;2562.2374290951952;0.0;0.0;42.848463322127394;54.37814126167414;1.5398746905094918;200071017;CC des Terres d'Auxois
40680000;Dauphin (commune non irisée);04068;Dauphin;4;GMED;AGCE FORCALQUIER;;2025;2022;24.0;595.8939;0.040276;1.0;27.03541;0.036989;4.0;58.99876;0.067798;2.0;31.04352;0.064426;17.0;478.8162;0.035504;0.036441;SOUS-EXPOSITION GROUPAMA;16.48;68.8;2;234.69;94.0;"11 - ]93; 94]";21.95;56.7;1 - ZONE VERTE GRELE;273.12;93.1;3 - ZONE ROUGE CLIMATIQUE;5 - A vigilance forte;0.803526;0.052096;0.099009;0.04537;4.214104;478.8162;0.803526;478.8162;0.803526;;;;;17.0;;7.0;;;;;478.8162;;117.0777;0.0;0.0;4604.969050852786;20.9012714;29.77850522;1.475713614;0.0;0.0;129701.9871792316;324.424518365664;439.22372065838175;39.89652259707174;200071025;CC Haute-Provence-Pays de Banon
41450000;Peipin (commune non irisée);04145;Peipin;4;GMED;AGCE SISTERON;;2025;2022;43.0;1028.0;0.041829;9.0;90.0;0.1;4.0;153.0;0.026144;0.0;151.0;0.0;30.0;634.0;0.047319;0.036441;SUREXPOSITION GROUPAMA;21.59;78.0;2;265.14;95.4;"13 - ]95; 96]";12.51;42.6;1 - ZONE VERTE GRELE;299.24;94.5;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.616732;0.146887;0.148833;0.087549;4.083658;634.0;0.616732;634.0;0.616732;;;;;;30.0;13.0;;;;;;634.0;394.0;0.0;0.0;8126.41597209315;0.0;29.77850522;13.281422526;0.0;0.0;171738.2575435686;1578.0459907;1139.027824665;132.81422526;200071033;CC Jabron-Lure-Vançon-Durance
100400000;Bernon (commune non irisée);10040;Bernon;10;GNE;AGENCE DE BAR SUR SEINE;72168;2025;2022;10.0;136.5908;0.073211;0.0;2.025;0.0;0.0;12.15;0.0;0.0;3.035303;0.0;10.0;119.3805;0.083766;0.034864;SUREXPOSITION GROUPAMA;14.34;63.7;2;10.75;42.8;"2 - ]40; 50]";26.47;62.0;2 - ZONE ORANGE GRELE;51.56;37.8;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.874001;0.022222;0.088952;0.014825;1.874001;0.0;0.0;0.0;0.0;;10.0;;;;;0.0;;119.3805;;;;;17.2103;537.658733982464;0.0;0.0;0.0;0.0;0.0;6418.596849219354;0.0;0.0;31.720845892117097;90.45220960575;2.98832006835;200071041;CC du Chaourçois et du Val d'Armance
341300000;Laurens (commune non irisée);34130;Laurens;34;GMED;AGCE THEZAN LES BEZIERS;;2025;2022;73.0;1232.629;0.059223;1.0;70.66392;0.014151;3.0;123.7165;0.024249;0.0;101.8339;0.0;69.0;936.4144;0.073685;0.036441;SUREXPOSITION GROUPAMA;65.53;97.3;3;32.21;58.6;"3 - ]50; 60]";17.78;51.1;1 - ZONE VERTE GRELE;115.52;69.2;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.759689;0.082615;0.100368;0.057328;3.279067;0.0;0.0;936.4144;0.759689;;;;69.0;;;4.0;;;;936.4144;;;296.2143;0.0;7870.769464844997;0.0;0.0;22.333878915;1.475713614;0.0;106815.96907190072;0.0;1064.22899081023;921.0231102625324;104.27970876260687;200071058;CC Les Avant-Monts
