CODE IRIS;NOM IRIS;CODE INSEE COMMUNE;NOM COMMUNE;DEPARTEMENT;CAISSE REGIONALE;NOM AGENCE GROUPAMA;ID AGENCE GROUPAMA;ANNEE N DONNEES PORTEFEUILLE;ANNEE N-3 DONNEES INSEE;NB CONTRAT MRH AU 31 12 N;NB CONTRAT MRH POTENTIEL INSEE;PART DE MARCHE MRH;NB CONTRAT LOC APPART AU 31 12 N;NB CONTRAT LOC APPART POTENTIEL INSEE;PART DE MARCHE LOC APPART;NB CONTRAT LOC MAISON AU 31 12 N;NB CONTRAT LOC MAISON POTENTIEL INSEE;PART DE MARCHE LOC MAISON;NB CONTRAT PROPRIO APPART AU 31 12 N;NB CONTRAT PROPRIO APPART POTENTIEL INSEE;PART DE MARCHE PROPRIO APPART;NB CONTRAT PROPRIO MAISON AU 31 12 N;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE;PART DE MARCHE PROPRIO MAISON;PART DE MARCHE MRH DE LA CR;COMPARAISON PDM PROPRIO MAISON A LA PDM DE LA CR;COUT INONDATION ANNUEL MOYEN MODELISE PAR RISQUE;SCORING INONDATION;ZONIER INONDATION;COUT SECHERESSE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING SECHERESSE;ZONIER SECHERESSE;COUT GRELE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING GRELE;ZONIER GRELE;COUT CLIMATIQUE ANNUEL MOYEN MODELISE PAR RISQUE;SCORING CLIMATIQUE;ZONIER CLIMATIQUE;INDICATEUR DEVELOPPEMENT COMMERCIAL;PROPORTION CONTRAT POTENTIEL PROPRIO MAISON;PROPORTION CONTRAT POTENTIEL PROPRIO APPART;PROPORTION CONTRAT POTENTIEL LOC MAISON;PROPORTION CONTRAT POTENTIEL LOC APPART;SCORE PONDERE DE DEVELOPPEMENT;NB CONTRAT POTENTIEL EN ZONE ROUGE;PART CONTRAT POTENTIEL EN ZONE ROUGE;NB CONTRAT POTENTIEL EN ZONE ORANGE ROUGE;PART CONTRAT POTENTIEL EN ZONE ORANGE ROUGE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 1 FORT POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 2 POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 3 FORT POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 4 POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 5 A VIGILANCE FORTE;NB CONTRAT PROPRIO MAISON AU 31 12 N ZONE 6 CRITIQUE;NB CONTRAT AUTRES PROFILS AU 31 12 N AUCUN CIBLAGE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 1 FORT POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 2 POTENTIEL DE DEV;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 3 FORT POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 4 POTENTIEL DE DEV CIBLE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 5 A VIGILANCE FORTE;NB CONTRAT PROPRIO MAISON POTENTIEL INSEE ZONE 6 CRITIQUE;NB CONTRAT AUTRES PROFILS POTENTIEL INSEE AUCUN CIBLAGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE VERTE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ORANGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ROUGE;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN PROP APPART;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN LOCATAIRE MAISON;ESTIM GROUPAMA COUT CLIM ANNUEL MOYEN LOCATAIRE APPART;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE VERTE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ORANGE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP MAISON ZONE ROUGE;ESTIM MARCHE COUT CLIM ANNUEL MOYEN PROP APPART;ESTIM MARCHE COUT CLIM ANNUEL MOYEN LOCATAIRE MAISON;ESTIM MARCHE COUT CLIM ANNUEL MOYEN LOCATAIRE APPART;epci_code;epci_nom
740420102;Centre;74042;Bonneville;74;GRAA;AGENCE DE BONNEVILLE;;2025;2022;150.4059;2956.92;0.050866;61.33762;916.3122;0.06694;1.0;33.69248;0.02968;75.79108;1807.479;0.041932;12.27725;199.4365;0.06156;0.053637;SUREXPOSITION GROUPAMA;46.98;94.4;3;3.98;24.6;1 - <= 40;19.33;53.6;1 - ZONE VERTE GRELE;70.29;49.1;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.067447;0.611271;0.011394;0.309887;1.067447;0.0;0.0;0.0;0.0;;12.27725;;;;;138.1287;;199.4365;;;;;2757.484;660.0970691786206;0.0;0.0;792.0649663895559;7.444626305;90.51676088435867;10722.877609989368;0.0;0.0;18889.3045644003;250.82792288868643;1352.2143882142907;200000172;CC Faucigny-Glières
440500000;Crossac (commune non irisée);44050;Crossac;44;GLBR;AGENCE PONTCHATEAU;46129;2025;2022;164.0;1391.091;0.117893;0.0;11.58114;0.0;20.0;92.46794;0.216291;1.0;21.14627;0.04729;143.0;1265.896;0.112963;0.113839;SOUS-EXPOSITION GROUPAMA;7.89;38.8;1;16.75;48.9;"2 - ]40; 50]";4.78;17.3;1 - ZONE VERTE GRELE;29.42;23.2;1 - ZONE VERTE CLIMATIQUE;1 - Fort Potentiel de Dev;0.910002;0.015201;0.066472;0.008325;1.0;0.0;0.0;0.0;0.0;143.0;;;;;;21.0;1265.896;;;;;;125.1953;7688.519895949235;0.0;0.0;10.4506357;148.8925261;0.0;68062.00407134653;0.0;0.0;220.991964183839;688.3892584931617;17.090445963639958;200000438;CC du Pays de Pontchâteau Saint-Gildas-des-Bois
101140000;Crancey (commune non irisée);10114;Crancey;10;GNE;AGENCE DE ROMILLY SUR SEINE;72132;2025;2022;22.0;514.7079;0.042743;1.0;31.46921;0.031777;1.0;75.76795;0.013198;0.0;35.57593;0.0;20.0;371.8948;0.053779;0.034864;SUREXPOSITION GROUPAMA;38.45;91.7;3;4.52;27.2;1 - <= 40;22.88;58.0;1 - ZONE VERTE GRELE;65.85;46.5;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.722536;0.069119;0.147206;0.06114;1.722536;0.0;0.0;0.0;0.0;;20.0;;;;;2.0;;371.8948;;;;;142.8131;1075.317467964928;0.0;0.0;0.0;7.444626305;1.475713614;19995.248734266163;0.0;0.0;371.79108411870095;564.0640736459247;46.43954161882494;200000545;CC des Portes de Romilly-sur-Seine
840190101;La Planchette;84019;Bollène;84;GMED;AGCE BOLLENE;;2025;2022;42.76574;1641.668;0.02605;2.200268;153.2675;0.014356;6.297291;320.9343;0.019622;2.89328;186.1238;0.015545;31.3749;981.3428;0.031971;0.036441;SOUS-EXPOSITION GROUPAMA;39.53;92.1;3;62.6;71.2;"5 - ]70; 80]";28.11;63.5;2 - ZONE ORANGE GRELE;130.24;73.6;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.597772;0.113375;0.195493;0.093361;2.195543;0.0;0.0;981.3428;0.597772;;;31.3749;;;;11.39084;;;981.3428;;;;660.3257;0.0;3578.907317138628;0.0;30.236615258096;46.88097822883976;3.246965442048552;0.0;111940.912243268;0.0;1945.11202889966;2389.2359319567613;226.178936333745;200000628;CC Rhône Lez Provence
410360000;Chaon (commune non irisée);41036;Chaon;41;GPVL;LAMOTTE BEUVRON;1254;2025;2022;35.0;364.4439;0.096037;0.0;0.0;;8.0;40.21759;0.198918;0.0;0.977318;0.0;27.0;323.249;0.083527;0.022372;SUREXPOSITION GROUPAMA;18.65;73.2;2;42.38;63.4;"4 - ]60; 70]";23.81;59.2;1 - ZONE VERTE GRELE;84.84;56.9;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.886965;0.002682;0.110353;0.0;3.660895;0.0;0.0;323.249;0.886965;;;;27.0;;;8.0;;;;323.249;;;41.19491;0.0;3079.866312330651;0.0;0.0;59.55701044;0.0;0.0;36872.72983683596;0.0;10.2135943810526;299.40492843770494;0.0;200000800;CC Cœur de Sologne
210670000;Bessey-lès-Cîteaux (commune non irisée);21067;Bessey-lès-Cîteaux;21;GGE;GENLIS;;2025;2022;20.0;317.1639;0.063059;0.0;0.954283;0.0;1.0;15.31899;0.065278;0.0;0.954283;0.0;19.0;299.9363;0.063347;0.050717;SUREXPOSITION GROUPAMA;62.24;97.0;3;67.14;72.6;"5 - ]70; 80]";66.19;90.7;3 - ZONE ROUGE GRELE;195.57;86.1;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.945682;0.003009;0.0483;0.003009;5.728412;299.9363;0.945682;299.9363;0.945682;;;;;;19.0;1.0;;;;;;299.9363;17.22756;0.0;0.0;5146.730115658995;0.0;7.444626305;0.0;0.0;0.0;81246.90463101743;9.9728639877031;114.04415592003194;1.408248414708762;200000925;CC de la Plaine Dijonnaise
180150000;Aubigny-sur-Nère (commune non irisée);18015;Aubigny-sur-Nère;18;GRAA;AGENCE D AUBIGNY SUR NERE;;2025;2022;204.0;4191.749;0.048667;17.0;353.7056;0.048063;40.0;642.3624;0.06227;8.0;468.9448;0.01706;139.0;2726.737;0.050977;0.053637;SOUS-EXPOSITION GROUPAMA;13.78;62.2;2;52.45;67.6;"4 - ]60; 70]";34.5;69.0;2 - ZONE ORANGE GRELE;100.73;64.2;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.650501;0.111873;0.153244;0.084381;2.301002;0.0;0.0;2726.737;0.650501;;;139.0;;;;65.0;;;2726.737;;;;1465.013;0.0;15855.608052368909;0.0;83.6050856;297.7850522;25.087131438;0.0;311036.4973661312;0.0;4900.77126820936;4782.148020382932;521.9681692680384;200000933;CC Sauldre et Sologne
830290000;Callian (commune non irisée);83029;Callian;83;GMED;AGCE FAYENCE;;2025;2022;109.0;2429.0;0.044874;5.0;144.0;0.034722;4.0;158.0;0.025316;17.0;305.0;0.055738;83.0;1822.0;0.045554;0.036441;SUREXPOSITION GROUPAMA;23.04;80.0;2;171.4;89.8;"7 - ]85; 90]";14.64;46.1;1 - ZONE VERTE GRELE;209.08;87.8;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.750103;0.125566;0.065047;0.059284;4.750515;1822.0;0.750103;1822.0;0.750103;;;;;;83.0;26.0;;;;;;1822.0;607.0;0.0;0.0;22483.08418945772;177.66080689999998;29.77850522;7.37856807;0.0;0.0;493544.33003845735;3187.4438885;1176.25095619;212.502760416;200004802;CC du Pays de Fayence
451460000;La Ferté-Saint-Aubin (commune non irisée);45146;La Ferté-Saint-Aubin;45;GPVL;LA FERTE ST AUBIN;1353;2025;2022;272.0;4621.569;0.058854;19.0;330.9971;0.057402;45.0;678.0647;0.066365;9.0;388.7963;0.023148;199.0;3223.711;0.06173;0.022372;SUREXPOSITION GROUPAMA;14.4;63.9;2;169.08;89.6;"7 - ]85; 90]";17.5;50.6;1 - ZONE VERTE GRELE;200.98;86.8;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.697536;0.084126;0.146717;0.07162;4.48768;3223.711;0.697536;3223.711;0.697536;;;;;;199.0;73.0;;;;;;3223.711;1397.858;0.0;0.0;53905.2259482179;94.0557213;335.008183725;28.038558666;0.0;0.0;873240.551993746;4063.168492807909;5047.938302111934;488.45692666451936;200005932;CC des Portes de Sologne
883670000;Rambervillers (commune non irisée);88367;Rambervillers;88;GGE;RAMBERVILLERS;;2025;2022;194.0;4136.784;0.046896;57.0;918.5476;0.062054;23.0;250.9085;0.091667;6.0;1376.229;0.00436;108.0;1591.099;0.067878;0.050717;SUREXPOSITION GROUPAMA;56.24;96.1;3;3.98;24.6;1 - <= 40;28.8;64.3;2 - ZONE ORANGE GRELE;89.02;59.0;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.384622;0.332681;0.060653;0.222044;2.153866;0.0;0.0;1591.099;0.384622;;;;108.0;;;86.0;;;;1591.099;;;2545.685;0.0;12319.465249322604;0.0;62.7038142;171.226405015;84.115675998;0.0;181495.2670252958;0.0;14382.4679187753;1867.9200192480928;1355.5131984270265;200005957;CC de la Région de Rambervillers
210920000;Bouilland (commune non irisée);21092;Bouilland;21;GGE;BEAUNE;;2025;2022;17.0;211.7357;0.080289;1.0;5.330703;0.187593;2.0;31.89334;0.062709;0.0;5.330703;0.0;14.0;169.181;0.082752;0.050717;SUREXPOSITION GROUPAMA;103.01;99.0;3;7.69;37.4;1 - <= 40;46.53;78.1;2 - ZONE ORANGE GRELE;157.23;80.0;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.79902;0.025176;0.150628;0.025176;3.397059;0.0;0.0;169.181;0.79902;;;;14.0;;;3.0;;;;169.181;;;42.55475;0.0;1596.967717504782;0.0;0.0;14.88925261;1.475713614;0.0;19298.32824394118;0.0;55.70923507789709;237.43399791830868;7.866590989290642;200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay
103340000;Saint-Aubin (commune non irisée);10334;Saint-Aubin;10;GNE;AGENCE DE NOGENT SUR SEINE;72133;2025;2022;27.0;346.769;0.077862;1.0;7.140022;0.140056;3.0;63.65856;0.047126;0.0;7.140022;0.0;23.0;268.8304;0.085556;0.034864;SUREXPOSITION GROUPAMA;41.57;92.9;3;5.49;31.2;1 - <= 40;16.52;48.9;1 - ZONE VERTE GRELE;63.58;45.2;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.775243;0.02059;0.183576;0.02059;1.775243;0.0;0.0;0.0;0.0;;23.0;;;;;4.0;;268.8304;;;;;77.9386;1236.6150881596673;0.0;0.0;0.0;22.333878915;1.475713614;14453.901251999938;0.0;0.0;74.6177688119854;473.9141903144208;10.536627669659508;200006716;CC du Nogentais
480800000;Langogne (commune non irisée);48080;Langogne;48;GOC;AGENCE LANGOGNE;;2025;2022;254.0;2830.0;0.089753;56.0;502.0;0.111554;9.0;121.0;0.07438;18.0;958.0;0.018789;171.0;1249.0;0.13691;0.081974;SUREXPOSITION GROUPAMA;16.32;68.4;2;2.23;11.8;1 - <= 40;34.27;68.8;2 - ZONE ORANGE GRELE;52.82;38.5;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.441343;0.338516;0.042756;0.177385;1.441343;0.0;0.0;0.0;0.0;;171.0;;;;;83.0;;1249.0;;;;;1581.0;9193.964351100134;0.0;0.0;188.1114426;67.001636745;82.639962384;67153.57587440975;0.0;0.0;10011.7090006;900.799782905;740.808234228;200006930;CC du Haut Allier
282800101;Centre Ville Nord;28280;Nogent-le-Rotrou;28;GCM;NOGENT LE ROTROU;28_01123;2025;2022;165.0866;2433.861;0.067829;33.36127;536.0509;0.062235;4.0;169.9379;0.023538;59.81744;960.7142;0.062264;67.9079;767.158;0.088519;0.06001;SUREXPOSITION GROUPAMA;24.64;81.9;2;26.93;55.8;"3 - ]50; 60]";6.59;24.4;1 - ZONE VERTE GRELE;58.16;42.0;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.315202;0.394728;0.069822;0.220247;1.315202;0.0;0.0;0.0;0.0;;67.9079;;;;;97.17871;;767.158;;;;;1666.703;3651.127554140776;0.0;0.0;625.130273946608;29.77850522;49.231680319329776;41246.91990445191;0.0;0.0;10040.07411601694;1265.1241605564596;791.0576109269525;200006971;CC du Perche
360010000;Aigurande (commune non irisée);36001;Aigurande;36;GCA;AGENCE AIGURANDE;3402;2025;2022;134.0;1251.0;0.107114;8.0;73.0;0.109589;18.0;123.0;0.146341;0.0;147.0;0.0;108.0;908.0;0.118943;0.060436;SUREXPOSITION GROUPAMA;3.47;4.5;1;19.63;51.0;"3 - ]50; 60]";33.76;68.4;2 - ZONE ORANGE GRELE;56.86;41.3;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.725819;0.117506;0.098321;0.058353;1.725819;0.0;0.0;0.0;0.0;;108.0;;;;;26.0;;908.0;;;;;343.0;5806.714327010611;0.0;0.0;0.0;134.00327349;11.805708912;48819.41304560773;0.0;0.0;1536.2434479;915.689035515;107.727093822;200007052;CC de la Marche Berrichonne
180270000;Bengy-sur-Craon (commune non irisée);18027;Bengy-sur-Craon;18;GRAA;AGENCE LA GUERCHE SUR L AUBOIS;;2025;2022;33.0;415.3427;0.079452;0.0;5.781421;0.0;6.0;65.46528;0.091652;0.0;7.812932;0.0;27.0;336.283;0.08029;0.053637;SUREXPOSITION GROUPAMA;7.47;36.3;1;188.65;91.2;"9 - ]91; 92]";58.84;85.8;2 - ZONE ORANGE GRELE;254.96;91.8;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.809652;0.018811;0.157618;0.01392;5.04826;336.283;0.809652;336.283;0.809652;;;;;;27.0;6.0;;;;;;336.283;79.05963;0.0;0.0;7313.774374883835;0.0;44.66775783;0.0;0.0;0.0;91092.51807811335;81.65010608087239;487.36454555219046;8.531721677965495;200007177;CC Pays de Nérondes
390310000;Auxange (commune non irisée);39031;Auxange;39;GGE;DOLE;;2025;2022;22.0;98.55721;0.223221;2.0;5.970149;0.335;2.0;6.965174;0.287143;0.0;5.970149;0.0;18.0;79.65174;0.225984;0.050717;SUREXPOSITION GROUPAMA;36.42;90.8;3;43.24;63.7;"4 - ]60; 70]";64.29;89.6;2 - ZONE ORANGE GRELE;143.95;77.2;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.808178;0.060575;0.070671;0.060575;3.424533;0.0;0.0;79.65174;0.808178;;;;18.0;;;4.0;;;;79.65174;;;18.90547;0.0;2053.2442082204343;0.0;0.0;14.88925261;2.951427228;0.0;9085.804101648882;0.0;62.3918522737193;51.85311757930207;8.810230156908487;200010650;CA du Grand Dole
761140101;Bolbec Ouest;76114;Bolbec;76;GCM;LILLEBONNE;28_00186;2025;2022;50.00714;2060.747;0.024267;11.20974;427.6445;0.026213;6.0;239.256;0.025078;2.797405;498.3528;0.005613;30.0;895.4935;0.033501;0.06001;SOUS-EXPOSITION GROUPAMA;57.57;96.3;3;1.85;8.4;1 - <= 40;5.06;18.3;1 - ZONE VERTE GRELE;64.48;45.7;1 - ZONE VERTE CLIMATIQUE;1 - Fort Potentiel de Dev;0.434548;0.241831;0.116102;0.207519;1.0;0.0;0.0;0.0;0.0;30.0;;;;;;20.00714;895.4935;;;;;;1165.253;1612.976201947392;0.0;0.0;29.2346605603585;44.66775783;16.54236592740036;48146.990149952566;0.0;0.0;5208.10356287496;1781.17151122908;631.080810602223;200010700;CA Caux Seine Agglo
740120101;Brouaz;74012;Annemasse;74;GRAA;AGENCE D ANNEMASSE;;2025;2022;74.38691;2561.979;0.029035;27.22142;802.017;0.033941;0.0;30.84809;0.0;43.16549;1616.611;0.026701;4.0;112.5029;0.035555;0.053637;SOUS-EXPOSITION GROUPAMA;55.73;96.0;3;3.44;21.3;1 - <= 40;40.76;73.6;2 - ZONE ORANGE GRELE;99.93;63.9;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.043913;0.631001;0.012041;0.313046;1.087825;0.0;0.0;112.5029;0.043913;;;4.0;;;;70.38691;;;112.5029;;;;2449.476;0.0;456.276490715652;0.0;451.10681080199294;0.0;40.17102008641188;0.0;12833.10710183348;0.0;16894.6126296127;229.65250227300743;1183.5474055594382;200011773;CA Annemasse-Les Voirons-Agglomération
180750000;Cours-les-Barres (commune non irisée);18075;Cours-les-Barres;18;GRAA;AGENCE LA GUERCHE SUR L AUBOIS;;2025;2022;21.0;571.9142;0.036719;0.0;2.063074;0.0;2.0;58.29656;0.034307;0.0;2.063074;0.0;19.0;509.4915;0.037292;0.053637;SOUS-EXPOSITION GROUPAMA;14.4;63.9;2;80.42;76.0;"5 - ]70; 80]";54.54;82.8;2 - ZONE ORANGE GRELE;149.36;78.4;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.890853;0.003607;0.101932;0.003607;2.781706;0.0;0.0;509.4915;0.890853;;;19.0;;;;2.0;;;509.4915;;;;62.42271;0.0;2167.313330899347;0.0;0.0;14.88925261;0.0;0.0;58117.2484173634;0.0;21.5604347961418;433.9961040670108;3.044506388489436;200011781;CC Portes du Berry entre Loire et Val d'Aubois
673530000;Obersteinbach (commune non irisée);67353;Obersteinbach;67;GGE;GUNDERSHOFFEN;;2025;2022;11.0;182.0;0.06044;0.0;6.0;0.0;1.0;7.0;0.142857;0.0;8.0;0.0;10.0;161.0;0.062112;0.050717;SUREXPOSITION GROUPAMA;40.49;92.5;3;2.27;12.1;1 - <= 40;44.51;76.5;2 - ZONE ORANGE GRELE;87.27;58.1;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.884615;0.043956;0.038462;0.032967;3.653846;0.0;0.0;161.0;0.884615;;;;10.0;;;1.0;;;;161.0;;;21.0;0.0;1140.69122678913;0.0;0.0;7.444626305;0.0;0.0;18365.128751305;0.0;83.6050856;52.112384135;8.854281684;200013050;CC Sauer-Pechelbronn
2B0020000;Aghione (commune non irisée);2B002;Aghione;2B;GMED;AGCE ALERIA;;2025;2022;13.0;184.0994;0.070614;2.0;22.06111;0.090657;2.0;27.30977;0.073234;2.0;48.42323;0.041302;7.0;86.30526;0.081107;0.036441;SUREXPOSITION GROUPAMA;7.88;38.7;1;10.27;42.1;"2 - ]40; 50]";14.45;45.8;1 - ZONE VERTE GRELE;32.6;25.5;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.468797;0.263028;0.148343;0.119833;1.468797;0.0;0.0;0.0;0.0;;7.0;;;;;6.0;;86.30526;;;;;97.79411;376.3611137877248;0.0;0.0;20.9012714;14.88925261;2.951427228;4640.27768276274;0.0;0.0;506.0535361473109;203.31103212549985;32.55588036695154;200015162;CC de l'Oriente
70730000;Le Crestet (commune non irisée);07073;Le Crestet;7;GMED;AGCE LAMASTRE;;2025;2022;59.0;444.2682;0.132803;3.0;22.67148;0.132325;3.0;36.82102;0.081475;0.0;47.09302;0.0;53.0;337.6827;0.156952;0.036441;SUREXPOSITION GROUPAMA;5.55;23.0;1;13.35;45.8;"2 - ]40; 50]";47.54;78.7;2 - ZONE ORANGE GRELE;66.44;46.9;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.760087;0.106001;0.08288;0.051031;1.760087;0.0;0.0;0.0;0.0;;53.0;;;;;6.0;;337.6827;;;;;106.5855;2849.591290107059;0.0;0.0;0.0;22.333878915;4.427140842;18155.80529697802;0.0;0.0;492.151996032814;274.1187340689311;33.45661168552872;200016905;CC du Pays de Lamastre
341420101;Centre Ville;34142;Lodève;34;GMED;AGCE LODEVE;;2025;2022;109.384;2296.912;0.047622;60.03707;808.1912;0.074286;4.100187;33.10651;0.123848;30.0;1302.578;0.023031;15.24678;153.0363;0.099629;0.036441;SUREXPOSITION GROUPAMA;82.62;98.4;3;1.94;9.1;1 - <= 40;10.44;38.7;1 - ZONE VERTE GRELE;95.0;61.7;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.066627;0.5671;0.014413;0.35186;1.199881;0.0;0.0;153.0363;0.066627;;;;15.24678;;;94.13725;;;;153.0363;;;2143.876;0.0;1739.1868182783971;0.0;313.519071;30.52435999561904;88.59752154367098;0.0;17456.716479026934;0.0;13612.7681488346;246.4655952127456;1192.658756554997;200017341;CC Lodévois et Larzac
911000000;Bouville (commune non irisée);91100;Bouville;91;GPVL;ETAMPES;1713.0;2025;2022;21.0;339.8484;0.061792;0.0;4.164987;0.0;1.0;17.5817;0.056877;0.0;10.36477;0.0;20.0;307.7369;0.064991;0.022372;SUREXPOSITION GROUPAMA;40.35;92.5;3;5.72;32.1;1 - <= 40;11.77;41.5;1 - ZONE VERTE GRELE;57.84;41.8;1 - ZONE VERTE CLIMATIQUE;2 - Potentiel de Dev;0.905512;0.030498;0.051734;0.012255;1.905512;0.0;0.0;0.0;0.0;;20.0;;;;;1.0;;307.7369;;;;;32.11145;1075.317467964928;0.0;0.0;0.0;7.444626305;0.0;16545.74320536881;0.0;0.0;108.318435384289;130.8891863066185;6.146328018033018;200017846;CA Étampois Sud Essonne
621650000;Bournonville (commune non irisée);62165;Bournonville;62;GNE;AGENCE DE DESVRES;78219;2025;2022;16.0;119.2642;0.134156;0.0;0.0;;2.0;17.46364;0.114524;0.0;0.0;;14.0;101.8006;0.137524;0.034864;SUREXPOSITION GROUPAMA;41.88;92.9;3;79.35;75.7;"5 - ]70; 80]";3.31;11.7;1 - ZONE VERTE GRELE;124.54;72.1;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.853572;0.0;0.146428;0.0;3.560716;0.0;0.0;101.8006;0.853572;;;;14.0;;;2.0;;;;101.8006;;;17.46364;0.0;1596.967717504782;0.0;0.0;14.88925261;0.0;0.0;11612.305130186953;0.0;0.0;130.0102737250502;0.0;200018083;CC de Desvres-Samer
380450000;Biviers (commune non irisée);38045;Biviers;38;GRAA;AGENCE DE MEYLAN;;2025;2022;33.0;1235.69;0.026706;1.0;49.49804;0.020203;1.0;93.34779;0.010713;4.0;115.773;0.03455;27.0;977.0708;0.027634;0.053637;SOUS-EXPOSITION GROUPAMA;57.58;96.3;3;65.93;72.2;"5 - ]70; 80]";48.05;79.0;2 - ZONE ORANGE GRELE;171.56;82.7;2 - ZONE ORANGE CLIMATIQUE;3 - Fort Potentiel de Dev Cible;0.790709;0.093691;0.075543;0.040057;2.581418;0.0;0.0;977.0708;0.790709;;;27.0;;;;6.0;;;977.0708;;;;258.6189;0.0;3079.866312330651;0.0;41.8025428;7.444626305;1.475713614;0.0;111453.60895118366;0.0;1209.9014468961;694.939412947616;73.04493149431657;200018166;CC Le Grésivaudan
411940106;Bourgeau;41194;Romorantin-Lanthenay;41;GPVL;ROMORANTIN;1257;2025;2022;61.4491;1567.869;0.039193;15.15095;257.4588;0.058848;9.0;231.2082;0.038926;6.0;305.4523;0.019643;31.29815;773.75;0.04045;0.022372;SUREXPOSITION GROUPAMA;79.07;98.2;3;47.08;65.4;"4 - ]60; 70]";16.68;49.1;1 - ZONE VERTE GRELE;142.83;76.9;2 - ZONE ORANGE CLIMATIQUE;4 - Potentiel de Dev Cible;0.493504;0.19482;0.147466;0.164209;2.480512;0.0;0.0;773.75;0.493504;;;;31.29815;;;30.15095;;;;773.75;;;794.1193;0.0;3570.152511973021;0.0;62.7038142;67.001636745;22.3584631800333;0.0;88260.98367280894;0.0;3192.170711027109;1721.258647651701;379.9354562041032;200018406;CC du Romorantinais et du Monestois
360300000;Buxières-d'Aillac (commune non irisée);36030;Buxières-d'Aillac;36;GCA;AGENCE NEUVY ST SEPULCHRE;3223;2025;2022;24.0;147.1822;0.163063;0.0;0.984043;0.0;2.0;5.04687;0.396285;0.0;3.075194;0.0;22.0;138.0761;0.159332;0.060436;SUREXPOSITION GROUPAMA;3.45;4.4;1;160.72;88.7;"7 - ]85; 90]";33.83;68.5;2 - ZONE ORANGE GRELE;198.0;86.5;3 - ZONE ROUGE CLIMATIQUE;6 - Critique;0.93813;0.020894;0.03429;0.006686;5.690652;138.0761;0.93813;138.0761;0.93813;;;;;;22.0;2.0;;;;;;138.0761;9.106107;0.0;0.0;5959.37171286831;0.0;14.88925261;0.0;0.0;0.0;37402.127480144365;32.1377322008258;37.57206115991535;1.452165651861402;200018521;CC du Val de Bouzanne
